                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.7879,                 4.5645,                 3.0255,                0.00042,                0.11655,                0.00086,                0.00026,                 4.2155,                 22.324,                 22.119,               0.067702,             0.00032624,             0.00032624
                      1,                 2.6094,                 3.7947,                 2.7311,                0.33526,                0.06954,                0.00109,                0.00028,                 3.7335,                    inf,                 7.6431,               0.034696,             0.00065304,             0.00065304
                      2,                 2.4438,                 3.6105,                 2.5489,                0.00043,                0.07275,                 0.0004,                 0.0001,                 3.4946,                    inf,                 7.0363,              0.0016825,             0.00097325,             0.00097325
                      3,                 2.3508,                 3.4815,                  2.484,                0.51206,                0.01718,                0.00557,                0.00161,                 3.4197,                 16.573,                 4.9043,              0.0009703,              0.0009703,              0.0009703
                      4,                  2.273,                 3.3661,                 2.3559,                0.50632,                0.00874,                  0.001,                0.00046,                 3.4586,                 22.958,                 4.3605,              0.0009703,              0.0009703,              0.0009703
                      5,                 2.2545,                 3.2929,                 2.3144,                0.66717,                0.00556,                0.00022,                  6e-05,                 3.7149,                 5.6406,                 4.6669,              0.0009604,              0.0009604,              0.0009604
                      6,                 2.2159,                 3.2093,                 2.2765,                0.50545,                0.01111,                0.00238,                0.00053,                  3.419,                 5.2137,                 4.0576,              0.0009505,              0.0009505,              0.0009505
                      7,                 2.1793,                 3.1699,                   2.21,                0.50545,                0.01111,                0.00238,                0.00053,                 4.3625,                 8.2171,                 4.6774,              0.0009406,              0.0009406,              0.0009406
                      8,                 2.1765,                 3.1258,                 2.1985,                0.51842,                0.01778,                0.00687,                0.00341,                   2.63,                  6.051,                 2.8854,              0.0009307,              0.0009307,              0.0009307
                      9,                 2.1324,                 3.0841,                 2.1739,                0.00207,                  0.316,                0.00453,                 0.0017,                 3.1073,                 31.479,                 3.5073,              0.0009208,              0.0009208,              0.0009208
                     10,                 2.1128,                 3.0412,                 2.1493,                0.00309,                0.30643,                0.00672,                0.00175,                 3.3462,                  5.212,                 4.4021,              0.0009109,              0.0009109,              0.0009109
                     11,                 2.0963,                 3.0254,                 2.1236,                0.16731,                0.00444,                0.00054,                0.00021,                 3.2157,                 6.1576,                 3.6424,               0.000901,               0.000901,               0.000901
                     12,                 2.0667,                 2.9813,                 2.1218,                0.00183,                0.18662,                0.00172,                0.00047,                 3.3855,                 7.8953,                 3.4958,              0.0008911,              0.0008911,              0.0008911
