                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  2.249,                 3.5078,                 2.3933,                  0.004,                0.13706,                 0.0055,                0.00177,                   3.74,                  5.818,                  6.828,               0.067054,             3.2979e-05,             3.2979e-05
                      1,                 2.0109,                 3.0129,                 2.1674,                0.19171,                0.08936,                 0.0196,                0.00615,                 3.1719,                 18.523,                 4.0604,               0.033754,             6.5656e-05,             6.5656e-05
                      2,                 1.8811,                 2.7863,                 2.0336,                0.34412,                0.19581,                0.01309,                0.00351,                 2.5338,                 60.034,                  3.796,             0.00045228,             9.7672e-05,             9.7672e-05
                      3,                 1.8368,                 2.7141,                 2.0064,                0.03722,                0.18127,                0.00759,                0.00231,                 2.5842,                  27.07,                 3.2819,              9.703e-05,              9.703e-05,              9.703e-05
                      4,                 1.8174,                 2.6002,                 1.9515,                0.11973,                0.18462,                0.05555,                0.01664,                 2.4957,                 14.798,                 3.2401,              9.703e-05,              9.703e-05,              9.703e-05
                      5,                 1.7505,                 2.4953,                 1.8792,                0.34859,                0.21325,                0.13557,                0.05482,                 1.9462,                 3.4279,                 2.1582,              9.604e-05,              9.604e-05,              9.604e-05
                      6,                 1.7043,                  2.362,                 1.8332,                 0.1601,                0.24221,                0.09923,                0.04359,                 1.9828,                 3.4585,                 2.2641,              9.505e-05,              9.505e-05,              9.505e-05
                      7,                 1.6594,                 2.3161,                 1.8134,                0.40857,                0.13564,                0.04974,                0.01818,                 2.5051,                 4.9696,                 2.9917,              9.406e-05,              9.406e-05,              9.406e-05
                      8,                 1.6477,                 2.2457,                 1.7874,                0.03889,                0.04164,                0.03239,                0.01329,                 2.8442,                 6.1973,                 3.0101,              9.307e-05,              9.307e-05,              9.307e-05
                      9,                 1.6359,                 2.2398,                 1.7826,                0.12144,                0.14192,                0.07471,                0.02429,                 2.1846,                 3.4571,                 2.5129,              9.208e-05,              9.208e-05,              9.208e-05
                     10,                 1.6324,                 2.2123,                 1.7758,                 0.1758,                0.18666,                0.04688,                0.01773,                 2.2485,                 5.1348,                  2.771,              9.109e-05,              9.109e-05,              9.109e-05
                     11,                 1.6043,                 2.1471,                 1.7487,                0.20053,                0.07185,                0.02092,                0.00866,                 3.4184,                 4.8314,                 4.0729,               9.01e-05,               9.01e-05,               9.01e-05
                     12,                 1.5948,                 2.1499,                 1.7522,                0.14577,                0.24662,                0.09286,                0.03569,                 2.3269,                 3.8933,                 2.3464,              8.911e-05,              8.911e-05,              8.911e-05
                     13,                 1.5598,                 2.1061,                 1.7379,                0.48419,                0.11446,                0.10107,                0.03833,                 2.0253,                 3.4201,                 2.3128,              8.812e-05,              8.812e-05,              8.812e-05
                     14,                 1.5532,                 2.0184,                 1.7029,                0.22946,                0.11509,                0.07935,                0.03296,                 2.2362,                 3.3985,                 2.4609,              8.713e-05,              8.713e-05,              8.713e-05
                     15,                 1.5576,                 2.0302,                 1.7024,                0.41131,                0.05355,                0.01939,                0.00656,                 2.8476,                 4.6353,                 3.3304,              8.614e-05,              8.614e-05,              8.614e-05
                     16,                 1.5469,                 2.0176,                 1.7161,                0.62396,                0.14014,                0.13183,                0.06205,                 2.0622,                 8.4931,                 2.3673,              8.515e-05,              8.515e-05,              8.515e-05
                     17,                 1.5079,                 1.9638,                 1.6887,                0.17459,                 0.1461,                0.11134,                0.04353,                 2.4162,                 3.5609,                 2.7622,              8.416e-05,              8.416e-05,              8.416e-05
                     18,                 1.5254,                 1.9602,                 1.6918,                0.15355,                0.17345,                0.08008,                0.02875,                  2.774,                 3.2911,                 2.8495,              8.317e-05,              8.317e-05,              8.317e-05
                     19,                 1.5225,                 1.9383,                 1.6886,                0.23462,                0.36043,                0.20823,                0.08718,                 2.0494,                 4.0363,                 2.3625,              8.218e-05,              8.218e-05,              8.218e-05
                     20,                 1.4941,                 1.9295,                 1.6751,                0.52063,                0.21599,                0.22829,                0.10212,                 2.0372,                 3.3985,                 2.3003,              8.119e-05,              8.119e-05,              8.119e-05
