                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.3308,                 1.6245,                 1.3878,                0.69936,                0.64945,                0.70533,                0.44525,                 1.2529,                 1.2645,                 1.3373,               0.067054,             3.2979e-05,             3.2979e-05
                      1,                 1.2317,                 1.0787,                 1.2995,                0.81852,                0.79539,                0.83093,                0.56825,                 1.1012,                0.80857,                 1.2223,               0.033754,             6.5656e-05,             6.5656e-05
                      2,                 1.1571,                0.95661,                 1.2635,                0.78507,                0.82814,                0.82587,                0.58247,                 1.0604,                0.80067,                 1.1965,             0.00045228,             9.7672e-05,             9.7672e-05
                      3,                 1.1319,                 0.9342,                 1.2596,                0.83988,                0.77953,                0.84039,                0.57023,                 1.1159,                0.79986,                 1.2388,              9.703e-05,              9.703e-05,              9.703e-05
                      4,                 1.1193,                0.90947,                 1.2624,                0.78873,                0.81417,                0.83518,                0.59837,                 1.0452,                 0.7739,                 1.2307,              9.703e-05,              9.703e-05,              9.703e-05
                      5,                 1.1063,                0.87095,                 1.2475,                0.81123,                0.84082,                 0.8538,                0.60721,                 1.0561,                0.77238,                 1.2141,              9.604e-05,              9.604e-05,              9.604e-05
                      6,                 1.0575,                 0.8043,                 1.2084,                0.85916,                0.81397,                0.84459,                0.60564,                 1.0535,                0.72747,                 1.2404,              9.505e-05,              9.505e-05,              9.505e-05
                      7,                 1.0523,                0.79538,                 1.2079,                0.82681,                0.81808,                0.83628,                0.59763,                 1.0565,                0.78662,                 1.2326,              9.406e-05,              9.406e-05,              9.406e-05
                      8,                 1.0387,                0.77742,                 1.1972,                0.84264,                0.78981,                0.83148,                 0.5732,                 1.0827,                0.75237,                 1.2324,              9.307e-05,              9.307e-05,              9.307e-05
                      9,                 1.0259,                0.77149,                  1.192,                0.85901,                0.80976,                0.85937,                0.61531,                 1.0694,                0.73778,                 1.2363,              9.208e-05,              9.208e-05,              9.208e-05
                     10,                 1.0101,                0.76381,                  1.188,                 0.8249,                0.81072,                0.83417,                0.59127,                 1.0442,                0.75686,                  1.239,              9.109e-05,              9.109e-05,              9.109e-05
                     11,                0.99185,                0.74491,                 1.1816,                0.82983,                0.82469,                 0.8408,                0.60205,                 1.0051,                0.75341,                 1.2079,               9.01e-05,               9.01e-05,               9.01e-05
                     12,                0.97917,                0.73273,                 1.1732,                0.82144,                0.83609,                0.86147,                0.61998,                 1.0227,                0.73312,                 1.1937,              8.911e-05,              8.911e-05,              8.911e-05
                     13,                0.95529,                0.71314,                 1.1646,                0.84245,                0.78954,                0.83771,                0.62414,                0.99394,                0.78049,                 1.1756,              8.812e-05,              8.812e-05,              8.812e-05
                     14,                0.95447,                0.68526,                 1.1498,                0.85447,                0.81295,                0.84426,                0.61872,                 1.0341,                0.74571,                  1.224,              8.713e-05,              8.713e-05,              8.713e-05
                     15,                0.95401,                0.69318,                 1.1495,                0.82911,                0.83477,                0.84849,                0.62353,                 1.0336,                0.73399,                  1.231,              8.614e-05,              8.614e-05,              8.614e-05
                     16,                0.94938,                0.67764,                 1.1539,                0.86896,                0.81166,                0.85361,                0.62628,                  1.039,                0.74688,                 1.2299,              8.515e-05,              8.515e-05,              8.515e-05
                     17,                0.91627,                0.66027,                 1.1441,                0.86195,                0.79529,                0.84899,                 0.6268,                0.98638,                0.75121,                 1.2154,              8.416e-05,              8.416e-05,              8.416e-05
                     18,                0.92385,                0.66846,                 1.1337,                0.84992,                0.81716,                0.84842,                0.62064,                 1.0354,                0.73393,                 1.2381,              8.317e-05,              8.317e-05,              8.317e-05
                     19,                0.91268,                0.65624,                 1.1334,                0.84025,                0.81896,                0.85977,                0.63508,                 1.0179,                0.74918,                 1.2263,              8.218e-05,              8.218e-05,              8.218e-05
