                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.3648,                 1.8011,                 1.3255,                0.60738,                0.53526,                0.60058,                0.38239,                 1.1654,                 1.8471,                 1.1744,               0.067409,             3.2624e-05,             3.2624e-05
                      1,                 1.2396,                  1.078,                 1.2381,                0.79176,                0.76655,                0.81038,                0.52267,                 1.1759,                0.89855,                 1.2242,               0.034108,             6.5631e-05,             6.5631e-05
                      2,                 1.2053,                0.98771,                 1.2285,                0.85935,                0.81371,                0.85417,                0.59712,                 1.1167,                  0.836,                 1.1799,             0.00080753,             9.8308e-05,             9.8308e-05
                      3,                 1.1643,                0.93909,                 1.2056,                0.80478,                0.83305,                0.84619,                0.58881,                 1.0999,                0.73275,                 1.1733,             9.8515e-05,             9.8515e-05,             9.8515e-05
                      4,                 1.1639,                0.90407,                 1.2104,                0.83126,                0.85081,                0.86319,                0.60696,                  1.067,                0.74835,                 1.1738,             9.8515e-05,             9.8515e-05,             9.8515e-05
                      5,                 1.1296,                0.86333,                 1.1866,                0.83507,                 0.8344,                 0.8517,                0.56695,                 1.1371,                0.75845,                 1.2368,              9.802e-05,              9.802e-05,              9.802e-05
                      6,                 1.1134,                0.83334,                 1.1785,                0.85878,                 0.7899,                0.85526,                 0.6074,                 1.0793,                0.73781,                 1.1988,             9.7525e-05,             9.7525e-05,             9.7525e-05
                      7,                 1.0876,                 0.8237,                 1.1702,                0.79322,                0.85153,                 0.8503,                0.62076,                 1.0441,                0.74476,                 1.1925,              9.703e-05,              9.703e-05,              9.703e-05
                      8,                 1.0792,                0.80304,                 1.1719,                0.81927,                0.84063,                 0.8662,                0.60743,                 1.0723,                0.71188,                 1.2261,             9.6535e-05,             9.6535e-05,             9.6535e-05
                      9,                 1.0613,                 0.7764,                 1.1525,                0.79759,                0.84001,                0.85421,                0.62031,                 1.0437,                0.72331,                 1.1849,              9.604e-05,              9.604e-05,              9.604e-05
                     10,                 1.0655,                0.78357,                 1.1599,                 0.8024,                0.83397,                0.84199,                 0.6107,                 1.0678,                0.70137,                 1.2389,             9.5545e-05,             9.5545e-05,             9.5545e-05
