                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.5662,                 4.2401,                 2.7983,                0.00019,                0.03867,                0.00015,                  3e-05,                  4.153,                    inf,                 24.263,               0.067702,             0.00032624,             0.00032624
                      1,                 2.3663,                 3.6204,                 2.5072,                0.00414,                0.06374,                0.00196,                0.00059,                 4.1584,                 18.892,                 10.323,               0.034696,             0.00065304,             0.00065304
                      2,                 2.2323,                 3.3625,                 2.3048,                  4e-05,                0.00556,                  2e-05,                  1e-05,                 4.4216,                 7.9585,                 9.0546,              0.0016825,             0.00097325,             0.00097325
                      3,                 2.1079,                 3.2449,                 2.2476,                0.50312,                0.01222,                0.00088,                 0.0002,                 4.0455,                  20.83,                      8,              0.0009703,              0.0009703,              0.0009703
                      4,                 2.0204,                 3.1727,                 2.1801,                 0.1688,                0.09093,                0.00242,                 0.0007,                 2.8696,                 13.544,                 4.4178,              0.0009703,              0.0009703,              0.0009703
                      5,                 1.9931,                 3.0804,                 2.1371,                0.54614,                0.04458,                0.02263,                0.00733,                 2.7874,                 4.5474,                  3.568,              0.0009604,              0.0009604,              0.0009604
                      6,                 1.9647,                 3.0078,                 2.1043,                0.67427,                0.05255,                0.00754,                0.00219,                 3.0409,                 16.543,                 4.0746,              0.0009505,              0.0009505,              0.0009505
                      7,                 1.9416,                  2.968,                 2.1106,                0.33988,                0.06345,                0.00433,                0.00128,                 3.6339,                 16.947,                 4.8274,              0.0009406,              0.0009406,              0.0009406
                      8,                 1.9087,                 2.9127,                 2.0589,                0.87625,                0.03444,                0.02563,                0.00839,                 2.6769,                 4.0675,                 3.8459,              0.0009307,              0.0009307,              0.0009307
                      9,                 1.8833,                 2.8749,                 2.0528,                0.88718,                0.01778,                0.01796,                0.00592,                 3.1528,                  4.472,                 4.6561,              0.0009208,              0.0009208,              0.0009208
                     10,                 1.8799,                 2.8123,                 2.0298,                0.00523,                0.09044,                0.00514,                 0.0014,                 3.7099,                 5.2221,                 4.3471,              0.0009109,              0.0009109,              0.0009109
                     11,                 1.8755,                  2.773,                 2.0216,                0.85037,                0.03222,                0.01833,                0.00577,                 2.6844,                 5.1146,                 3.1717,               0.000901,               0.000901,               0.000901
                     12,                  1.867,                  2.747,                 2.0207,                0.93222,                 0.0065,                0.01359,                 0.0038,                 2.7108,                 5.1932,                 4.9287,              0.0008911,              0.0008911,              0.0008911
                     13,                 1.8235,                  2.699,                 1.9986,                  0.878,                0.02667,                0.02521,                0.00672,                 2.6602,                 5.4865,                 4.1154,              0.0008812,              0.0008812,              0.0008812
                     14,                 1.8261,                 2.6609,                 1.9947,                0.36835,                0.09464,                0.02131,                0.00599,                 2.8745,                 6.6418,                 3.0101,              0.0008713,              0.0008713,              0.0008713
                     15,                 1.7987,                  2.657,                 1.9769,                0.69614,                0.03222,                0.01174,                0.00381,                 2.6838,                 4.9887,                 4.2944,              0.0008614,              0.0008614,              0.0008614
                     16,                 1.7751,                 2.6126,                 1.9691,                0.35805,                0.01297,                0.00591,                0.00179,                 3.3982,                 5.1101,                 3.6265,              0.0008515,              0.0008515,              0.0008515
                     17,                 1.7893,                 2.6093,                 1.9666,                0.04293,                0.12995,                0.02027,                0.00624,                 2.6156,                 7.8742,                 3.3964,              0.0008416,              0.0008416,              0.0008416
                     18,                 1.7678,                 2.5285,                 1.9416,                0.45292,                0.09832,                0.04689,                0.01571,                  2.448,                 5.9387,                 2.9933,              0.0008317,              0.0008317,              0.0008317
                     19,                 1.7505,                 2.5218,                 1.9386,                0.02009,                0.13374,                 0.0185,                0.00548,                 2.7214,                 5.1917,                 3.1153,              0.0008218,              0.0008218,              0.0008218
                     20,                 1.7442,                 2.4862,                 1.9288,                0.42456,                0.10861,                0.04904,                0.01435,                 2.8006,                  3.929,                 3.2532,              0.0008119,              0.0008119,              0.0008119
                     21,                 1.7299,                  2.477,                 1.9206,                0.37872,                0.10864,                0.03115,                0.00886,                 2.6439,                  10.66,                 3.6355,               0.000802,               0.000802,               0.000802
                     22,                 1.7361,                  2.452,                 1.9093,                0.84019,                0.03778,                0.01067,                0.00308,                 2.5759,                 12.706,                 3.3779,              0.0007921,              0.0007921,              0.0007921
                     23,                 1.7179,                 2.4278,                 1.9057,                0.40499,                0.03687,                0.02496,                0.00685,                 3.1991,                 4.0478,                 4.3635,              0.0007822,              0.0007822,              0.0007822
                     24,                 1.7136,                 2.3952,                 1.8972,                0.03437,                0.21455,                0.03569,                0.00969,                 3.0192,                 5.1626,                 3.4506,              0.0007723,              0.0007723,              0.0007723
                     25,                 1.7033,                  2.362,                  1.882,                0.86229,                0.01333,                0.00897,                0.00296,                 3.0866,                 7.7503,                  3.538,              0.0007624,              0.0007624,              0.0007624
