                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.3324,                 1.9142,                 1.4316,                0.71691,                0.75801,                0.77048,                0.52785,                 1.0841,                 1.0785,                 1.1905,                0.07016,              0.0033155,              0.0033155
                      1,                 1.2146,                 1.1498,                 1.3058,                 0.7819,                0.78352,                0.80437,                0.54069,                 1.1324,                0.97519,                 1.1815,               0.040128,              0.0066159,              0.0066159
                      2,                 1.2599,                 1.1766,                 1.3205,                0.72672,                0.68459,                0.71861,                0.46174,                 1.2409,                 1.2641,                 1.2634,               0.010062,              0.0098834,              0.0098834
                      3,                 1.3196,                 1.3038,                 1.3833,                0.64801,                 0.5942,                0.63322,                0.40671,                  1.248,                 1.4322,                 1.3104,              0.0098515,              0.0098515,              0.0098515
                      4,                 1.3254,                 1.3232,                 1.3788,                0.72622,                0.67915,                0.74561,                0.44838,                 1.3543,                 1.1764,                 1.3364,              0.0098515,              0.0098515,              0.0098515
                      5,                 1.3204,                 1.2723,                 1.3784,                0.73036,                0.71511,                0.73384,                0.48007,                 1.2432,                 1.1038,                  1.284,               0.009802,               0.009802,               0.009802
                      6,                  1.272,                 1.2312,                 1.3603,                0.76127,                0.63745,                0.70956,                0.46941,                 1.2584,                 1.1594,                 1.3067,              0.0097525,              0.0097525,              0.0097525
                      7,                 1.2796,                 1.1986,                  1.348,                0.75538,                0.65239,                0.72069,                0.46936,                 1.2268,                 1.1399,                 1.2702,               0.009703,               0.009703,               0.009703
                      8,                 1.2521,                 1.1548,                 1.3381,                0.76468,                0.72361,                0.77029,                0.44861,                 1.4109,                 1.0474,                 1.4045,              0.0096535,              0.0096535,              0.0096535
                      9,                  1.232,                 1.1155,                 1.3271,                0.80556,                0.71086,                0.76217,                0.48135,                 1.2816,                  1.023,                 1.3238,               0.009604,               0.009604,               0.009604
                     10,                 1.2079,                 1.0867,                 1.3209,                0.76978,                 0.6846,                 0.7513,                0.51477,                 1.1611,                 1.0488,                 1.2407,              0.0095545,              0.0095545,              0.0095545
                     11,                 1.2052,                 1.0595,                 1.3039,                0.71484,                0.76555,                0.76875,                0.50977,                 1.1679,                0.97489,                 1.2461,               0.009505,               0.009505,               0.009505
                     12,                  1.168,                 1.0322,                 1.2989,                0.83236,                0.71095,                0.80537,                0.54606,                 1.1424,                0.97367,                 1.2315,              0.0094555,              0.0094555,              0.0094555
                     13,                 1.1825,                  1.024,                 1.3022,                0.77602,                 0.7497,                0.77188,                0.51869,                 1.1514,                0.91506,                 1.2254,               0.009406,               0.009406,               0.009406
                     14,                 1.1418,                0.96611,                  1.272,                0.76728,                0.74792,                0.76423,                0.51514,                 1.1558,                0.98296,                 1.2426,              0.0093565,              0.0093565,              0.0093565
                     15,                 1.1439,                0.96565,                 1.2699,                0.76541,                0.73299,                0.77612,                0.52465,                 1.1438,                0.94795,                 1.2536,               0.009307,               0.009307,               0.009307
                     16,                 1.1261,                0.96367,                 1.2667,                0.78397,                 0.7367,                0.79472,                0.55818,                 1.0811,                0.93344,                 1.1904,              0.0092575,              0.0092575,              0.0092575
                     17,                 1.1205,                0.95063,                 1.2641,                0.76472,                0.73006,                0.75367,                0.48309,                 1.2621,                  1.019,                 1.3021,               0.009208,               0.009208,               0.009208
                     18,                 1.1063,                0.92891,                 1.2503,                0.81993,                0.74744,                0.79653,                0.53359,                 1.1369,                 0.8926,                  1.213,              0.0091585,              0.0091585,              0.0091585
                     19,                  1.083,                0.91259,                  1.245,                0.83387,                0.77584,                0.82751,                0.57667,                 1.1072,                0.85514,                 1.2058,               0.009109,               0.009109,               0.009109
                     20,                 1.0845,                0.88977,                 1.2429,                0.81794,                0.77215,                0.81361,                0.55191,                 1.1297,                0.88582,                 1.2295,              0.0090595,              0.0090595,              0.0090595
                     21,                   1.08,                0.89103,                 1.2389,                0.79705,                0.74868,                0.78755,                0.55513,                 1.0865,                0.88031,                 1.1971,                0.00901,                0.00901,                0.00901
                     22,                  1.066,                 0.8802,                 1.2241,                0.79307,                0.78177,                0.82172,                0.56929,                 1.0874,                0.91919,                 1.1847,              0.0089605,              0.0089605,              0.0089605
                     23,                 1.0522,                0.86395,                 1.2309,                0.78081,                0.76755,                0.79657,                0.55858,                 1.0863,                0.91392,                 1.2177,               0.008911,               0.008911,               0.008911
